fp_id,s1,s2,s3,s4,s5,name
309,17,29,21,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/309.jpg
310,19,21,17,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/310.jpg
311,31,33,16,5,19,/home/mohammed/server/FMVLD/Impression_1/fp_1/311.jpg
312,33,36,17,3,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/312.jpg
313,28,28,8,8,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/313.jpg
314,15,17,15,5,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/314.jpg
315,19,28,7,10,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/315.jpg
316,20,26,16,3,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/316.jpg
317,22,19,17,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/317.jpg
318,31,20,8,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/318.jpg
319,23,21,7,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/319.jpg
320,35,24,14,9,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/320.jpg
321,30,28,15,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/321.jpg
322,22,38,14,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/322.jpg
323,19,27,15,4,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/323.jpg
324,28,21,11,0,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/324.jpg
325,20,34,19,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/325.jpg
326,28,25,12,1,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/326.jpg
327,24,32,12,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/327.jpg
328,23,44,20,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/328.jpg
329,17,32,17,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/329.jpg
330,31,27,22,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/330.jpg
331,28,24,15,9,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/331.jpg
332,19,31,14,7,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/332.jpg
333,20,29,13,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/333.jpg
334,13,21,19,9,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/334.jpg
335,13,28,15,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/335.jpg
336,22,32,9,3,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/336.jpg
337,21,22,15,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/337.jpg
338,19,19,14,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/338.jpg
339,11,17,8,7,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/339.jpg
340,24,24,12,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/340.jpg
341,26,16,19,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/341.jpg
342,24,24,7,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/342.jpg
343,23,26,13,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/343.jpg
344,20,20,12,6,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/344.jpg
345,27,15,13,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/345.jpg
346,16,16,12,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/346.jpg
347,26,26,6,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/347.jpg
348,18,16,10,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/348.jpg
349,14,29,12,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/349.jpg
350,17,19,13,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/350.jpg
351,28,18,16,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/351.jpg
352,16,23,13,4,2,/home/mohammed/server/FMVLD/Impression_1/fp_1/352.jpg
353,23,35,22,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/353.jpg
354,32,38,14,10,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/354.jpg
355,22,35,15,9,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/355.jpg
356,21,27,18,9,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/356.jpg
357,23,42,9,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/357.jpg
358,30,27,15,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/358.jpg
359,27,27,18,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/359.jpg
360,24,19,9,6,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/360.jpg
361,28,32,16,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/361.jpg
362,40,26,10,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/362.jpg
363,17,38,6,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/363.jpg
364,19,26,8,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/364.jpg
365,19,29,8,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/365.jpg
366,29,27,14,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/366.jpg
367,21,17,17,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/367.jpg
368,25,18,13,5,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/368.jpg
369,17,20,16,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/369.jpg
370,19,27,7,9,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/370.jpg
371,33,20,12,4,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/371.jpg
372,18,14,12,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/372.jpg
373,21,16,8,5,19,/home/mohammed/server/FMVLD/Impression_1/fp_1/373.jpg
374,25,23,10,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/374.jpg
375,24,26,20,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/375.jpg
376,19,28,11,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/376.jpg
377,18,37,12,6,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/377.jpg
378,24,31,23,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/378.jpg
379,22,32,10,6,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/379.jpg
380,26,20,14,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/380.jpg
381,19,36,13,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/381.jpg
382,22,17,13,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/382.jpg
383,22,24,15,12,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/383.jpg
384,17,33,13,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/384.jpg
385,22,19,20,12,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/385.jpg
386,27,22,16,9,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/386.jpg
387,25,21,8,3,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/387.jpg
388,18,25,13,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/388.jpg
389,21,24,10,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/389.jpg
390,12,17,25,11,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/390.jpg
391,20,28,17,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/391.jpg
392,31,29,20,13,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/392.jpg
393,20,21,22,3,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/393.jpg
394,17,22,13,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/394.jpg
395,20,27,25,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/395.jpg
396,17,37,21,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/396.jpg
397,25,29,8,4,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/397.jpg
398,18,22,13,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/398.jpg
399,27,30,17,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/399.jpg
400,32,28,12,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/400.jpg
401,30,25,17,7,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/401.jpg
402,16,26,7,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/402.jpg
403,22,30,15,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/403.jpg
404,16,37,23,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/404.jpg
405,15,34,13,3,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/405.jpg
406,22,31,19,5,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/406.jpg
407,19,28,15,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/407.jpg
408,22,14,10,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/408.jpg
409,29,23,12,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/409.jpg
410,21,23,12,4,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/410.jpg
411,25,28,17,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/411.jpg
412,18,25,8,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/412.jpg
413,21,27,14,8,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/413.jpg
414,23,21,10,7,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/414.jpg
415,17,21,10,1,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/415.jpg
416,25,32,21,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/416.jpg
417,26,21,24,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/417.jpg
418,17,20,11,2,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/418.jpg
419,15,30,7,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/419.jpg
420,24,23,13,13,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/420.jpg
421,17,28,9,0,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/421.jpg
422,27,26,21,1,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/422.jpg
423,13,19,13,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/423.jpg
424,23,23,15,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/424.jpg
425,17,30,14,13,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/425.jpg
426,22,31,16,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/426.jpg
427,25,27,17,1,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/427.jpg
428,26,35,19,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/428.jpg
429,16,25,11,1,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/429.jpg
430,27,26,20,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/430.jpg
431,22,25,17,10,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/431.jpg
432,31,33,13,11,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/432.jpg
433,27,30,14,11,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/433.jpg
434,22,26,11,9,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/434.jpg
435,20,38,13,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/435.jpg
436,24,38,17,8,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/436.jpg
437,27,30,16,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/437.jpg
438,21,35,15,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/438.jpg
439,30,32,14,5,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/439.jpg
440,18,36,16,13,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/440.jpg
441,31,28,21,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/441.jpg
442,19,28,14,5,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/442.jpg
443,24,30,15,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/443.jpg
444,23,26,20,9,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/444.jpg
445,23,33,7,3,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/445.jpg
446,24,31,16,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/446.jpg
447,22,16,15,1,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/447.jpg
448,21,27,15,2,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/448.jpg
449,19,28,11,8,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/449.jpg
450,17,22,7,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/450.jpg
451,21,32,12,11,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/451.jpg
452,26,21,20,4,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/452.jpg
453,18,17,12,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/453.jpg
454,17,33,20,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/454.jpg
455,17,26,9,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/455.jpg
456,25,24,7,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/456.jpg
457,19,30,10,7,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/457.jpg
458,24,30,13,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/458.jpg
459,24,22,13,3,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/459.jpg
460,24,27,7,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/460.jpg
461,19,22,11,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/461.jpg
462,22,29,14,3,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/462.jpg
463,22,28,6,3,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/463.jpg
464,26,26,15,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/464.jpg
465,23,29,13,8,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/465.jpg
466,15,26,19,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/466.jpg
467,18,23,12,6,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/467.jpg
468,22,30,15,0,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/468.jpg
469,13,14,13,13,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/469.jpg
470,25,37,16,12,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/470.jpg
471,21,26,16,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/471.jpg
472,22,20,7,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/472.jpg
473,20,23,16,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/473.jpg
474,24,19,16,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/474.jpg
475,18,22,14,3,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/475.jpg
476,22,18,11,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/476.jpg
477,23,26,10,2,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/477.jpg
478,24,18,15,6,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/478.jpg
479,15,25,8,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/479.jpg
480,20,24,13,9,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/480.jpg
481,23,28,5,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/481.jpg
482,29,31,11,13,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/482.jpg
483,29,27,9,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/483.jpg
484,15,18,20,8,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/484.jpg
485,23,17,19,9,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/485.jpg
486,25,21,18,9,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/486.jpg
487,15,29,15,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/487.jpg
488,21,31,8,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/488.jpg
489,22,21,12,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/489.jpg
490,22,24,11,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/490.jpg
491,20,27,11,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/491.jpg
492,25,28,12,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/492.jpg
493,24,27,11,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/493.jpg
494,17,24,10,9,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/494.jpg
495,19,24,11,10,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/495.jpg
496,26,17,13,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/496.jpg
497,22,26,16,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/497.jpg
498,19,26,15,12,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/498.jpg
499,19,31,5,11,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/499.jpg
500,20,37,8,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/500.jpg
501,22,27,8,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/501.jpg
502,18,27,19,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/502.jpg
503,24,21,10,10,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/503.jpg
504,16,14,13,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/504.jpg
505,13,28,17,6,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/505.jpg
506,21,17,13,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/506.jpg
507,19,21,11,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/507.jpg
508,17,27,24,2,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/508.jpg
509,19,24,16,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/509.jpg
510,20,23,9,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/510.jpg
511,30,31,15,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/511.jpg
512,23,33,18,10,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/512.jpg
513,23,18,10,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/513.jpg
514,24,27,7,3,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/514.jpg
515,34,26,21,9,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/515.jpg
516,16,22,16,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/516.jpg
517,26,29,8,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/517.jpg
518,19,28,10,6,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/518.jpg
519,12,29,9,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/519.jpg
520,17,28,18,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/520.jpg
521,24,30,11,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/521.jpg
522,30,30,17,10,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/522.jpg
523,26,30,9,11,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/523.jpg
524,24,35,15,7,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/524.jpg
525,31,28,15,10,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/525.jpg
526,37,35,24,13,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/526.jpg
527,27,31,9,16,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/527.jpg
528,28,28,10,13,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/528.jpg
529,18,23,15,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/529.jpg
530,21,31,7,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/530.jpg
531,19,20,13,9,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/531.jpg
532,22,29,23,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/532.jpg
533,18,28,18,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/533.jpg
534,20,26,15,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/534.jpg
535,16,29,12,8,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/535.jpg
536,22,23,14,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/536.jpg
537,30,18,12,3,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/537.jpg
538,33,25,12,14,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/538.jpg
539,21,26,16,6,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/539.jpg
540,21,40,16,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/540.jpg
541,17,22,17,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/541.jpg
542,28,31,13,8,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/542.jpg
543,23,24,14,8,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/543.jpg
544,35,35,10,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/544.jpg
545,24,24,10,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/545.jpg
546,21,18,22,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/546.jpg
547,14,23,11,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/547.jpg
548,19,21,16,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/548.jpg
549,17,26,9,0,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/549.jpg
550,24,22,19,1,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/550.jpg
551,16,17,12,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/551.jpg
552,19,21,11,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/552.jpg
553,17,24,7,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/553.jpg
554,18,18,13,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/554.jpg
555,22,38,19,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/555.jpg
556,21,26,8,8,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/556.jpg
557,10,21,14,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/557.jpg
558,17,15,7,9,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/558.jpg
559,20,20,16,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/559.jpg
560,13,19,7,3,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/560.jpg
561,21,25,10,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/561.jpg
562,19,33,5,1,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/562.jpg
563,30,41,13,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/563.jpg
564,31,35,11,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/564.jpg
565,24,29,14,8,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/565.jpg
566,27,23,20,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/566.jpg
567,28,34,10,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/567.jpg
568,12,18,13,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/568.jpg
569,32,18,6,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/569.jpg
570,22,23,12,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/570.jpg
571,26,27,25,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/571.jpg
572,25,24,11,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/572.jpg
573,31,27,16,7,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/573.jpg
574,24,33,10,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/574.jpg
575,24,27,19,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/575.jpg
576,20,20,6,11,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/576.jpg
577,21,13,16,10,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/577.jpg
578,21,27,7,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/578.jpg
579,20,21,10,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/579.jpg
580,19,29,14,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/580.jpg
581,19,22,16,7,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/581.jpg
582,28,35,17,12,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/582.jpg
583,13,19,11,10,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/583.jpg
584,17,26,21,0,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/584.jpg
585,28,30,27,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/585.jpg
586,20,35,14,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/586.jpg
587,16,18,19,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/587.jpg
588,34,33,8,15,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/588.jpg
589,29,31,10,8,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/589.jpg
590,25,24,13,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/590.jpg
591,24,27,11,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/591.jpg
592,20,37,14,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/592.jpg
593,20,27,18,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/593.jpg
594,21,24,13,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/594.jpg
595,18,25,10,9,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/595.jpg
596,27,39,12,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/596.jpg
597,33,27,20,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/597.jpg
598,19,24,11,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/598.jpg
599,22,25,15,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/599.jpg
600,23,29,14,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/600.jpg
601,22,17,12,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/601.jpg
602,17,22,10,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/602.jpg
603,16,18,9,4,2,/home/mohammed/server/FMVLD/Impression_1/fp_1/603.jpg
604,13,27,18,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/604.jpg
605,23,21,14,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/605.jpg
606,22,22,14,2,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/606.jpg
607,16,27,17,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/607.jpg
608,18,21,12,8,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/608.jpg
609,28,28,13,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/609.jpg
610,22,23,22,4,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/610.jpg
611,24,26,6,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/611.jpg
612,30,33,10,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/612.jpg
613,23,17,13,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/613.jpg
614,25,23,16,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/614.jpg
615,14,33,8,3,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/615.jpg
616,19,19,8,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/616.jpg
617,20,28,16,4,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/617.jpg
618,30,33,18,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/618.jpg
