fp_id,s1,s2,s3,s4,s5,name
619,11,26,6,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/619.jpg
620,19,22,14,5,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/620.jpg
621,29,16,15,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/621.jpg
622,20,20,17,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/622.jpg
623,33,27,19,10,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/623.jpg
624,19,28,15,1,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/624.jpg
625,13,21,14,9,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/625.jpg
626,29,36,12,3,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/626.jpg
627,26,31,20,10,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/627.jpg
628,22,20,18,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/628.jpg
629,35,29,17,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/629.jpg
630,31,31,10,15,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/630.jpg
631,14,38,10,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/631.jpg
632,16,30,12,11,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/632.jpg
633,34,29,16,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/633.jpg
634,27,34,20,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/634.jpg
635,22,26,17,3,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/635.jpg
636,23,23,15,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/636.jpg
637,22,21,17,9,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/637.jpg
638,28,26,16,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/638.jpg
639,21,27,12,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/639.jpg
640,16,29,8,2,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/640.jpg
641,26,18,11,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/641.jpg
642,30,25,20,11,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/642.jpg
643,23,21,16,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/643.jpg
644,21,26,13,5,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/644.jpg
645,15,29,14,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/645.jpg
646,21,27,14,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/646.jpg
647,22,22,8,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/647.jpg
648,12,21,7,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/648.jpg
649,18,27,18,10,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/649.jpg
650,32,21,25,6,18,/home/mohammed/server/FMVLD/Impression_1/fp_1/650.jpg
651,24,26,19,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/651.jpg
652,34,27,24,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/652.jpg
653,12,23,10,6,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/653.jpg
654,29,24,16,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/654.jpg
655,23,17,12,6,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/655.jpg
656,26,24,16,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/656.jpg
657,16,11,8,9,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/657.jpg
658,24,26,25,2,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/658.jpg
659,12,20,15,1,2,/home/mohammed/server/FMVLD/Impression_1/fp_1/659.jpg
660,19,31,18,3,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/660.jpg
661,20,23,11,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/661.jpg
662,12,18,8,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/662.jpg
663,24,19,12,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/663.jpg
664,22,10,16,3,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/664.jpg
665,21,32,9,3,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/665.jpg
666,25,29,8,10,19,/home/mohammed/server/FMVLD/Impression_1/fp_1/666.jpg
667,16,35,11,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/667.jpg
668,12,19,12,7,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/668.jpg
669,20,32,17,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/669.jpg
670,15,22,12,5,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/670.jpg
671,32,34,22,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/671.jpg
672,22,26,19,11,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/672.jpg
673,17,24,10,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/673.jpg
674,30,24,13,3,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/674.jpg
675,18,39,10,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/675.jpg
676,29,30,13,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/676.jpg
677,21,22,15,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/677.jpg
678,29,28,15,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/678.jpg
679,25,33,8,8,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/679.jpg
680,13,25,10,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/680.jpg
681,20,24,9,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/681.jpg
682,13,25,11,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/682.jpg
683,19,35,14,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/683.jpg
684,24,24,18,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/684.jpg
685,13,15,6,6,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/685.jpg
686,17,19,19,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/686.jpg
687,28,19,12,10,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/687.jpg
688,16,32,14,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/688.jpg
689,24,27,12,11,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/689.jpg
690,28,28,12,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/690.jpg
691,30,24,13,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/691.jpg
692,29,31,14,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/692.jpg
693,15,28,12,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/693.jpg
694,27,30,13,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/694.jpg
695,18,31,11,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/695.jpg
696,21,26,15,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/696.jpg
697,27,29,29,1,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/697.jpg
698,25,36,17,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/698.jpg
699,22,26,17,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/699.jpg
700,34,32,16,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/700.jpg
701,29,27,18,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/701.jpg
702,24,38,16,7,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/702.jpg
703,19,34,21,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/703.jpg
704,29,34,18,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/704.jpg
705,26,26,15,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/705.jpg
706,25,22,15,9,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/706.jpg
707,25,28,20,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/707.jpg
708,20,29,8,10,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/708.jpg
709,20,25,13,3,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/709.jpg
710,22,20,19,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/710.jpg
711,21,34,15,3,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/711.jpg
712,21,23,16,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/712.jpg
713,26,24,15,12,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/713.jpg
714,22,28,17,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/714.jpg
715,32,21,13,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/715.jpg
716,26,27,5,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/716.jpg
717,28,20,22,8,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/717.jpg
718,27,35,22,2,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/718.jpg
719,24,36,13,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/719.jpg
720,23,34,18,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/720.jpg
721,23,28,13,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/721.jpg
722,22,28,11,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/722.jpg
723,17,18,12,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/723.jpg
724,22,26,10,8,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/724.jpg
725,27,23,20,9,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/725.jpg
726,26,28,14,6,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/726.jpg
727,18,30,13,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/727.jpg
728,16,33,12,9,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/728.jpg
729,16,22,8,10,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/729.jpg
730,24,31,11,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/730.jpg
731,21,28,15,5,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/731.jpg
732,17,22,6,9,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/732.jpg
733,20,37,19,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/733.jpg
734,23,31,17,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/734.jpg
735,21,33,11,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/735.jpg
736,19,28,10,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/736.jpg
737,19,28,9,5,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/737.jpg
738,25,34,13,9,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/738.jpg
739,18,31,18,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/739.jpg
740,25,31,6,6,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/740.jpg
741,26,28,13,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/741.jpg
742,31,34,16,9,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/742.jpg
743,32,28,10,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/743.jpg
744,21,26,14,5,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/744.jpg
745,17,25,11,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/745.jpg
746,27,22,19,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/746.jpg
747,20,18,9,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/747.jpg
748,20,38,16,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/748.jpg
749,21,34,11,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/749.jpg
750,26,34,11,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/750.jpg
751,26,25,15,7,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/751.jpg
752,22,34,13,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/752.jpg
753,22,26,14,10,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/753.jpg
754,15,28,19,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/754.jpg
755,15,31,13,8,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/755.jpg
756,19,18,16,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/756.jpg
757,19,28,11,12,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/757.jpg
758,22,20,11,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/758.jpg
759,21,29,13,13,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/759.jpg
760,16,13,19,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/760.jpg
761,18,22,8,2,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/761.jpg
762,26,20,10,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/762.jpg
763,19,41,11,10,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/763.jpg
764,21,27,16,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/764.jpg
765,21,30,20,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/765.jpg
766,10,27,15,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/766.jpg
767,31,35,18,12,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/767.jpg
768,15,18,8,2,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/768.jpg
769,22,25,16,9,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/769.jpg
770,19,19,12,2,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/770.jpg
771,20,28,11,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/771.jpg
772,17,20,7,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/772.jpg
773,19,24,13,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/773.jpg
774,17,24,17,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/774.jpg
775,19,27,7,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/775.jpg
776,19,25,17,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/776.jpg
777,26,23,8,2,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/777.jpg
778,24,26,6,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/778.jpg
779,21,22,14,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/779.jpg
780,34,22,9,8,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/780.jpg
781,28,39,18,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/781.jpg
782,18,23,17,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/782.jpg
783,21,31,13,5,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/783.jpg
784,19,20,7,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/784.jpg
785,19,29,20,6,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/785.jpg
786,21,24,12,9,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/786.jpg
787,19,25,12,3,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/787.jpg
788,22,33,10,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/788.jpg
789,20,30,10,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/789.jpg
790,32,23,26,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/790.jpg
791,22,25,8,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/791.jpg
792,17,22,12,9,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/792.jpg
793,24,27,18,3,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/793.jpg
794,21,26,8,9,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/794.jpg
795,21,16,11,4,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/795.jpg
796,18,34,8,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/796.jpg
797,25,27,9,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/797.jpg
798,20,23,7,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/798.jpg
799,20,27,4,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/799.jpg
800,19,28,9,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/800.jpg
801,18,25,19,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/801.jpg
802,26,25,26,6,16,/home/mohammed/server/FMVLD/Impression_1/fp_1/802.jpg
803,33,27,10,2,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/803.jpg
804,28,25,10,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/804.jpg
805,20,22,17,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/805.jpg
806,29,24,19,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/806.jpg
807,23,30,21,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/807.jpg
808,19,23,13,8,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/808.jpg
809,23,24,10,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/809.jpg
810,14,33,12,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/810.jpg
811,23,29,9,2,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/811.jpg
812,21,25,20,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/812.jpg
813,15,29,7,4,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/813.jpg
814,19,33,7,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/814.jpg
815,26,19,15,9,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/815.jpg
816,26,32,26,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/816.jpg
817,13,18,12,6,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/817.jpg
818,22,34,14,9,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/818.jpg
819,20,21,14,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/819.jpg
820,19,27,23,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/820.jpg
821,29,26,10,9,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/821.jpg
822,33,27,17,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/822.jpg
823,28,38,5,3,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/823.jpg
824,16,22,15,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/824.jpg
825,24,26,10,7,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/825.jpg
826,15,13,11,5,3,/home/mohammed/server/FMVLD/Impression_1/fp_1/826.jpg
827,11,26,6,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/827.jpg
828,15,8,13,9,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/828.jpg
829,18,27,19,7,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/829.jpg
830,12,26,12,2,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/830.jpg
831,16,25,20,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/831.jpg
832,13,20,10,6,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/832.jpg
833,24,21,8,8,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/833.jpg
834,17,38,19,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/834.jpg
835,13,17,11,11,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/835.jpg
836,18,29,16,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/836.jpg
837,19,28,13,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/837.jpg
838,27,25,16,2,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/838.jpg
839,27,23,22,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/839.jpg
840,16,27,13,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/840.jpg
841,31,26,11,4,1,/home/mohammed/server/FMVLD/Impression_1/fp_1/841.jpg
842,18,34,14,4,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/842.jpg
843,20,27,11,10,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/843.jpg
844,19,28,13,8,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/844.jpg
845,19,23,8,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/845.jpg
846,26,31,10,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/846.jpg
847,24,27,15,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/847.jpg
848,16,24,18,8,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/848.jpg
849,25,25,23,6,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/849.jpg
850,14,27,12,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/850.jpg
851,31,28,22,1,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/851.jpg
852,10,21,11,3,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/852.jpg
853,18,21,8,3,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/853.jpg
854,19,18,15,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/854.jpg
855,27,32,24,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/855.jpg
856,24,20,10,6,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/856.jpg
857,18,33,21,7,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/857.jpg
858,16,18,21,1,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/858.jpg
859,17,38,23,8,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/859.jpg
860,21,20,14,8,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/860.jpg
861,22,31,11,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/861.jpg
862,24,14,16,4,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/862.jpg
863,16,28,23,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/863.jpg
864,21,36,12,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/864.jpg
865,19,21,12,6,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/865.jpg
866,17,20,13,8,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/866.jpg
867,18,26,15,9,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/867.jpg
868,22,32,15,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/868.jpg
869,28,33,13,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/869.jpg
870,25,35,17,5,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/870.jpg
871,26,22,8,3,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/871.jpg
872,16,26,9,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/872.jpg
873,18,29,12,4,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/873.jpg
874,25,22,16,4,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/874.jpg
875,18,28,8,10,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/875.jpg
876,23,28,12,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/876.jpg
877,13,22,18,3,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/877.jpg
878,29,30,10,1,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/878.jpg
879,28,25,19,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/879.jpg
880,23,22,10,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/880.jpg
881,31,39,17,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/881.jpg
882,20,25,26,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/882.jpg
883,26,21,15,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/883.jpg
884,29,23,18,7,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/884.jpg
885,24,31,20,6,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/885.jpg
886,27,38,16,4,17,/home/mohammed/server/FMVLD/Impression_1/fp_1/886.jpg
887,28,34,25,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/887.jpg
888,29,22,11,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/888.jpg
889,22,25,25,5,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/889.jpg
890,25,34,14,5,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/890.jpg
891,22,36,9,11,14,/home/mohammed/server/FMVLD/Impression_1/fp_1/891.jpg
892,21,26,17,6,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/892.jpg
893,24,31,13,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/893.jpg
894,25,29,16,8,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/894.jpg
895,24,31,12,10,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/895.jpg
896,42,33,14,5,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/896.jpg
897,22,18,10,2,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/897.jpg
898,20,23,13,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/898.jpg
899,10,22,10,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/899.jpg
900,16,28,10,3,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/900.jpg
901,16,21,7,10,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/901.jpg
902,18,20,22,8,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/902.jpg
903,20,33,9,4,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/903.jpg
904,23,29,20,7,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/904.jpg
905,17,24,4,0,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/905.jpg
906,15,20,9,5,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/906.jpg
907,19,30,9,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/907.jpg
908,16,26,14,2,15,/home/mohammed/server/FMVLD/Impression_1/fp_1/908.jpg
909,17,27,20,4,12,/home/mohammed/server/FMVLD/Impression_1/fp_1/909.jpg
910,17,19,8,4,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/910.jpg
911,18,25,12,8,13,/home/mohammed/server/FMVLD/Impression_1/fp_1/911.jpg
912,20,22,15,6,8,/home/mohammed/server/FMVLD/Impression_1/fp_1/912.jpg
913,20,18,9,8,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/913.jpg
914,21,24,22,10,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/914.jpg
915,16,28,12,11,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/915.jpg
916,24,27,14,8,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/916.jpg
917,24,23,22,6,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/917.jpg
918,23,33,16,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/918.jpg
919,26,27,17,9,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/919.jpg
920,22,23,10,5,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/920.jpg
921,18,30,14,8,4,/home/mohammed/server/FMVLD/Impression_1/fp_1/921.jpg
922,14,32,5,0,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/922.jpg
923,21,30,14,6,7,/home/mohammed/server/FMVLD/Impression_1/fp_1/923.jpg
924,22,27,17,7,10,/home/mohammed/server/FMVLD/Impression_1/fp_1/924.jpg
925,18,26,13,9,5,/home/mohammed/server/FMVLD/Impression_1/fp_1/925.jpg
926,26,22,19,5,6,/home/mohammed/server/FMVLD/Impression_1/fp_1/926.jpg
927,20,11,9,4,9,/home/mohammed/server/FMVLD/Impression_1/fp_1/927.jpg
928,11,18,12,5,11,/home/mohammed/server/FMVLD/Impression_1/fp_1/928.jpg
